price_count,seller_name,price,nnumber,qa_count,snumber,seller_score,content,seller_logint,title
"
出價紀錄(19)
            ",jay599159,"62,800",2,"
問與答(0)
            ",18,93,,上次登入：2016-06-04,24GB記憶體SSD480+2TB 八核心i7華碩G75VM終極藍光遊戲繪圖旗艦 威猛電競GTX670M-6GB獨顯示卡
"
出價紀錄(2)
            ",3cfun80204667,"43,500",3,"
問與答(11)
            ",2,77,,上次登入：2016-06-04,2016 MacBook Pro Retina 13吋 2.7G 8G 256G中文鍵盤台灣公司貨 非日英文鍵盤 
"
出價紀錄(2)
            ",3cfun80204667,"70,900",2,"
問與答(11)
            ",1,77,,上次登入：2016-06-04,2016 MacBook Pro Retina 15吋 2.5G i7 16G 512G中文鍵盤台灣公司貨 非日英文鍵
"
出價紀錄(6)
            ",happysells0101,"8,000",1,"
問與答(47)
            ",5,117,,上次登入：2016-06-04,蘋果原廠Applecare 15吋盒裝現貨 Macbook Pro Retina 保固延長至三年Apple Care
"
出價紀錄(1)
            ",3cfun80204667,"57,900",2,"
問與答(19)
            ",0,77,,上次登入：2016-06-04,2016 MacBook Pro Retina 15吋 2.2G i7 16G 256G中文鍵盤台灣公司貨 非日英文鍵
"
出價紀錄(0)
            ",happysells0101,"41,900",2,"
問與答(8)
            ",0,117,,上次登入：2016-06-04,全新 MacBook 12吋 Retina 現貨供應 1.2GHz/8GB/512GB SSD 金銀灰
"
出價紀錄(2)
            ",happysells0101,"32,000",1,"
問與答(2)
            ",2,117,,上次登入：2016-06-04,2016年最新款現貨 MacBook Air 11吋4G/256G∼i5∼1.6GHz/4GB/256GB SSD
"
出價紀錄(7)
            ",3cfun80204667,"37,900",3,"
問與答(41)
            ",5,77,,上次登入：2016-06-04,2016 MacBook Pro Retina 13吋 2.7G 8G 128G中文鍵盤台灣公司貨 非日英文鍵盤
"
出價紀錄(3)
            ",3cfun80204667,"28,900",3,"
問與答(0)
            ",1,77,,上次登入：2016-06-04,2016 最新款 MacBook Air 13吋 1.6G i5 8G 128G SSD 台灣公司貨中文鍵盤 現貨供應中
"
出價紀錄(3)
            ",jay599159,"20,999",2,"
問與答(6)
            ",1,93,,上次登入：2016-06-04,8GB最威猛i5四核心 SSD256G  極致輕薄X550C華碩 15.6吋 搭載LOL全開GT720M-4GB顯示卡
"
出價紀錄(4)
            ",happysells0101,"54,900",2,"
問與答(9)
            ",4,117,,上次登入：2016-06-04,2016年官方最新款 15吋 Macbook Pro Retina i7 2.2GHz/16GB/256GB SSD
"
出價紀錄(0)
            ",happysells0101,"68,900",2,"
問與答(9)
            ",0,117,,上次登入：2016-06-04,2016年官網最新款15吋 Macbook Pro Retina i7 2.5GHz/16GB/512GB SSD/2G
"
出價紀錄(5)
            ",jay599159,"28,999",2,"
問與答(2)
            ",4,93,,上次登入：2016-06-04,16GB超威猛i7八核心 SSD256G藍光DVD播放機 ASUS 15.6吋 搭載LOL全開GT635M-4GB顯示卡
"
出價紀錄(0)
            ",jay599159,"11,999",2,"
問與答(10)
            ",0,93,,上次登入：2016-06-04,賠本下殺 11999帶回家 世界最輕巧 全機含電池僅875G 飆速i7核心 全霧面螢幕 無敵高速硬碟SSD240G/4G
"
出價紀錄(2)
            ",ll7926,"23,500",10,"
問與答(20)
            ",0,457,,上次登入：2016-06-03,♥正妹小舖♥ACER V5-591G-598J可改SSD*I5-6300HQ/1T 72轉/GTX950-2G/72XC
"
出價紀錄(1)
            ",ppall2000,"7,500",4,"
問與答(10)
            ",1,462,,上次登入：2016-06-04,HP 6460b i5-2520M/4G/500G/Win7pro/14吋LED防眩光商務筆電 店保3個月
"
出價紀錄(0)
            ",dt_mem,"22,980",2,"
問與答(4)
            ",0,473,,上次登入：2016-06-04,Lenovo ThinkPad T440s i5 4G 128GB SSD  1600x900 全新未拆封
"
出價紀錄(0)
            ",a88800566,"13,500",2,"
問與答(0)
            ",0,3230,,上次登入：2016-06-05,福利品 15吋 高階三代 i7 四核心 高階遊戲繪圖機 獨立顯卡2G 型號: E1-571G V3 I3 I5
"
出價紀錄(0)
            ",a88800566,"15,000",2,"
問與答(0)
            ",0,3230,,上次登入：2016-06-05,福利品 DELL 15吋 高階三代 i7 四核心 商務遊戲繪圖機 獨立繪圖卡 1G 機型:E6530 I3 I5
"
出價紀錄(0)
            ",hina9612,"17,900",1,"
問與答(0)
            ",0,494,,上次登入：2016-06-04,奇異果3C V3-372 P4405U/8GB/256G M.2 SSD 非UX305CA UX360CA X453SA
"
出價紀錄(0)
            ",3cfun80204667,"47,900",2,"
問與答(0)
            ",0,77,,上次登入：2016-06-04,2016 新款 MacBook 12吋 1.2G 8G 512G SSD 玫瑰金 台灣公司貨中文鍵盤 現貨供應中
"
出價紀錄(0)
            ",jay599159,"9,999",5,"
問與答(1)
            ",0,93,,上次登入：2016-06-04,開春最便宜ACER薄型款 暑假第一超值AMD極速四核心 薄形羽翼 14.1吋帶回家
"
出價紀錄(0)
            ",jay599159,"7,999",1,"
問與答(0)
            ",0,93,,上次登入：2016-06-04,7999最便宜威猛i5核心超頻2.9G ASUS 14.1吋 CAD 3D專用2GB獨立顯示卡 英雄聯盟超順暢
"
出價紀錄(0)
            ",madblnc,"28,800",30,"
問與答(1)
            ",0,773,,上次登入：2016-06-05,"2016 台灣公司貨 Macbook Air 13"" 1.6GHz/128G/8G 13吋MBA"
"
出價紀錄(61)
            ",erpdream,"5,300",22,"
問與答(7)
            ",78,488,,上次登入：2016-06-04,Lenovo X201 12.1吋筆電i5 520M /4G/320G/正版win7
"
出價紀錄(20)
            ",happysells0101,300,21,"
問與答(41)
            ",20,117,,上次登入：2016-06-04,"現貨供應 中文注音鍵盤膜 日文日版 13吋15吋 Macbook Pro Retina,Macbook Air,iMac"
"
出價紀錄(3)
            ",cardy0728,249,97,"
問與答(19)
            ",3,20768,,上次登入：2016-06-04,【EZstick】奈米銀抗菌TPU鍵盤保護膜 - ASUS 各型號 專用抗菌鍵盤膜(型號看內文)加碼送贈品
"
出價紀錄(27)
            ",dodo790119,"1,390",430,"
問與答(8)
            ",27,24707,,上次登入：2016-06-05,【嘟嘟屋】Apple 蘋果原廠 45W T型 MagSafe 2 電源供應器 Macbook Air 變壓器 原廠充電器
"
出價紀錄(137)
            ",ilanaztec,55,10,"
問與答(97)
            ",183,11956,,上次登入：2016-06-05,三星 玻璃貼 Note 2 3 4 5 neo S3 S4 S5 S6 S7 edge  E7 J7 大奇機 G530
"
出價紀錄(16)
            ",dodo790119,950,230,"
問與答(16)
            ",15,24707,,上次登入：2016-06-05,【嘟嘟屋】可同步充電 Type-C 3.1 轉 HDMI USB-C Apple Macbook Air to HDMI
"
出價紀錄(110)
            ",rogerleu2008,"8,999",1,"
問與答(1)
            ",188,3613,,上次登入：2016-06-04,專業電腦量販維修 DELL E6410 I7 M620/8G/320G/WIN 7商務筆電 售8999元
"
出價紀錄(104)
            ",heremountain,"7,980",6,"
問與答(377)
            ",98,35034,,上次登入：2016-06-05,【樺仔二手電腦】Lenovo X220 12吋筆電 i5二代雙核心/ 4G記憶體/ 視訊鏡頭/Win7 Pro正版
"
出價紀錄(1)
            ",ppall2000,"8,800",2,"
問與答(2)
            ",1,462,,上次登入：2016-06-04,[羅梅電腦]東芝TOSHIBA R700 i7-620/13.3吋/4G/視訊/120G固態碟/W7輕量1.4KG商務機
"
出價紀錄(8)
            ",zh7601,"4,250",3,"
問與答(20)
            ",7,1066,,上次登入：2016-06-05,HP 2540P 商務筆電 12.1吋 I5-520M/2G/320G 高階商務筆電
"
出價紀錄(8)
            ",ppall2000,"8,500",5,"
問與答(27)
            ",6,462,,上次登入：2016-06-04,"[羅梅電腦]HP 8460P i5二代/14""/4G/500G/W7 Pro/3個月保固 商用筆電(可換120G固態碟)"
"
出價紀錄(35)
            ",heremountain,"6,200",2,"
問與答(22)
            ",63,35034,,上次登入：2016-06-05,【樺仔中古電腦】HP 2540P 12吋超輕薄商務筆電 i7 CPU/4G記憶體/500G硬碟/Win7 正版系統 
"
出價紀錄(14)
            ",wc90436,"25,900",9,"
問與答(56)
            ",10,340,,上次登入：2016-06-05,全新未拆封 微軟 Surface Pro 3 i5 128G 一年保固 Pro3 贈實體鍵盤+筆 非 Pro4 64G
"
出價紀錄(8)
            ",ppall2000,"6,800",2,"
問與答(10)
            ",8,462,,上次登入：2016-06-04,[羅梅電腦]HP 8440P i5商用筆電 i5-520M/14吋/4G/500G/W7 Pro/3個月保固
"
出價紀錄(42)
            ",happysells0101,"5,990",3,"
問與答(85)
            ",27,117,,上次登入：2016-06-04,原廠盒裝現貨Applecare Macbook Air Pro 11吋12吋13吋retina apple care通用
"
出價紀錄(28)
            ",wachtaipei,"4,900",2,"
問與答(7)
            ",24,719,,上次登入：2016-06-04,"MITPC*Lenovo(IBM)ThinkPad X201i專業商務筆電 12"" I3 4G RAM可玩英雄聯盟"
"
出價紀錄(41)
            ",wachtaipei,"3,900",3,"
問與答(14)
            ",40,719,,上次登入：2016-06-04,"MITPC*Lenovo(IBM)ThinkPad L410專業商務筆電 14"" 雙核心4G RAM 穩定耐用"
"
出價紀錄(13)
            ",jay599159,"24,999",2,"
問與答(8)
            ",9,93,,上次登入：2016-06-04,8GB記憶體i7八核心X54H 英雄聯盟全開機 15.6吋 獨顯DDR5 ATI7470M 搭SSD120G+500G
"
出價紀錄(19)
            ",jay599159,"13,999",5,"
問與答(13)
            ",18,93,,上次登入：2016-06-04,現金付款3千元折價ASUS終極i7大亂鬥 史上最超值 i7四核心+2GB獨立顯示卡 最後2台 倒數銷售中 
"
出價紀錄(149)
            ",heremountain,"8,600",4,"
問與答(29)
            ",176,35034,,上次登入：2016-06-05, 【樺仔二手電腦】HP 6470b 14吋 I5三代CPU/320G硬碟/WIN7系統/USB3.0 商務筆記型電腦
"
出價紀錄(75)
            ",nive89,"12,999",15,"
問與答(86)
            ",69,1052,,上次登入：2016-06-05,全新2016年製超殺12999元享一年保Win7文書機五代極速核心搭載大容量500G/USB3.0鋼琴白14吋加送散熱墊
"
出價紀錄(126)
            ",heremountain,"12,000",4,"
問與答(107)
            ",131,35034,,上次登入：2016-06-05,【樺仔二手電腦】Lenovo X230 12吋筆電 i5三代雙核心/8G記憶體/SSD /Win7 Pro/USB3.0
"
出價紀錄(285)
            ",heremountain,"7,200",2,"
問與答(80)
            ",347,35034,,上次登入：2016-06-05,【樺仔二手電腦】Dell E6320 13吋 i5二代雙核CPU/ Win7 鎂鋁合金商務筆電 超有質感
"
出價紀錄(215)
            ",wachtaipei,"4,800",3,"
問與答(25)
            ",175,719,,上次登入：2016-06-04,"MITPC*華碩ASUS K40IN 14.1""大螢幕 雙核心獨顯筆電 商務遊戲皆適用"
"
出價紀錄(63)
            ",kth0914,"18,899",55,"
問與答(54)
            ",48,4492,,上次登入：2016-06-05,限時再降一千【18899元】ASUS華碩X455LF高階I5+2G獨顯14吋筆電含系統3D遊戲順可刷卡分期送數十套軟體
"
出價紀錄(24)
            ",nive89,"16,499",8,"
問與答(47)
            ",19,1052,,上次登入：2016-06-05,六代六代六代實體四核最新920系列4GB獨顯極速3年保SSD120G/500GHDD雙碟8GB記憶體雙通道限量十台
"
出價紀錄(23)
            ",little_samuelliu,120,21,"
問與答(6)
            ",24,22533,,上次登入：2016-06-03,*樂源*Lenovo IdeaPad idea 300 15 ISK 凹凸鍵盤膜 筆電鍵盤保護膜 防塵蓋
"
出價紀錄(29)
            ",little_samuelliu,120,20,"
問與答(13)
            ",26,22533,,上次登入：2016-06-03,*樂源*東芝Toshiba Satellite L850-A /L855/L875/L955/P870/S875 鍵盤膜
"
出價紀錄(20)
            ",anitab,"1,650",12,"
問與答(6)
            ",18,2372,,上次登入：2016-06-05,【漾屏屋】全新 無點 N156BGE-L41 ASUS X550V X550VB 面板 維修
"
出價紀錄(30)
            ",itnken,340,50,"
問與答(21)
            ",32,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 A52JR A52JT A52JU A52JV A52N A53 A53E A53S A53SC A53SD A53SJ A53SK A53SM A53SV 繁體 中文 鍵盤 ASN53
"
出價紀錄(18)
            ",cardy0728,330,84,"
問與答(30)
            ",16,20768,,上次登入：2016-06-04,【EZstick】ASUS UX305 系列專用 二代透氣機身保護貼(含上蓋、鍵盤週圍、底部)DIY 包膜 
"
出價紀錄(3)
            ",dodo790119,"1,590",544,"
問與答(0)
            ",3,24707,,上次登入：2016-06-05,【嘟嘟屋】Macbook USB 3.1 Type-C 原廠充電器 29w usb 蘋果 原廠 充電器 2A 充電頭 
"
出價紀錄(23)
            ",biohazard,"8,449",43,"
問與答(34)
            ",20,3923,,上次登入：2016-06-04,"[阿婆K鵝][盒裝版] Applecare MacBook Pro Retina 15"" 延長保固 11 13"
"
出價紀錄(16)
            ",itnken,450,38,"
問與答(12)
            ",13,13706,,上次登入：2016-06-05,英特奈 MSI 微星 GE70 原廠 筆電 CPU 散熱 風扇 
"
出價紀錄(2)
            ",baohong,450,99,"
問與答(1)
            ",2,9798,,上次登入：2016-06-04,【什麼多賣】Apple Mac air USB 3.0外接網路卡 RJ45 + 3孔HUB 集線器 蘋果電腦專用外置網卡
"
出價紀錄(18)
            ",jor250804,"23,700",2,"
問與答(49)
            ",14,915,,上次登入：2016-06-05,刷卡升到8G【T&M數位天地】Asus 華碩 X550JX-0093J4200H 15吋遊戲筆電
"
出價紀錄(43)
            ",dodo790119,450,720,"
問與答(16)
            ",54,24707,,上次登入：2016-06-05,【嘟嘟屋】Mini DisplayPort to HDMI / VGA 二合一 轉接線 轉換線 視頻線 Display
"
出價紀錄(37)
            ",little_samuelliu,80,17,"
問與答(19)
            ",33,22533,,上次登入：2016-06-03, *樂源*ACER Aspire 4540G/3935G/4810T 鍵盤膜4745G 4820TG 3820tg
"
出價紀錄(25)
            ",itnken,470,44,"
問與答(9)
            ",23,13706,,上次登入：2016-06-05,Acer 宏碁 全新 Aspire AS 5742 5742 5742Z 5742ZG 繁體 中文 鍵盤 F3 WIFI
"
出價紀錄(3)
            ",itnken,"1,650",990,"
問與答(6)
            ",3,13706,,上次登入：2016-06-05,英特奈 聯想 Lenovo ThinkPad 42N2174 T400S T410 T410i 繁體 中文 鍵盤 Ｋ１４
"
出價紀錄(2)
            ",itnken,"1,650",992,"
問與答(2)
            ",1,13706,,上次登入：2016-06-05,英特奈 聯想 Lenovo ThinkPad T410S T410Si T420 T420i 繁體 中文 鍵盤 Ｋ１４
"
出價紀錄(11)
            ",itnken,480,41,"
問與答(7)
            ",11,13706,,上次登入：2016-06-05,英特奈 宏碁 ACER Aspire AS V5-471G V5-471PG V5-472G 繁體中文鍵盤 Ｋ４
"
出價紀錄(10)
            ",itnken,480,40,"
問與答(5)
            ",9,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 A53E A53S A53SC A53SD A53SJ A53SK A53SM 繁體 中文 鍵盤
"
出價紀錄(21)
            ",chihkang0117,488,3,"
問與答(5)
            ",23,19833,,上次登入：2016-06-04,  200ml 利通脫膠劑 BGA脫膠劑 拆膠液 快速脫除BGA芯片上的封膠 耐高溫脫膠劑 ☆3C當舖★#ZO21
"
出價紀錄(1)
            ",jac0243,"1,680",49,"
問與答(13)
            ",1,484,,上次登入：2016-06-05,【世傑資訊】APPLE MacBook Air 13吋 A1466 A1369 A1405電池(附工具組)
"
出價紀錄(3)
            ",little_samuelliu,98,9,"
問與答(1)
            ",1,22533,,上次登入：2016-06-03,*樂源*mac 炫彩蘋果鍵盤膜apple macbook pro 13 彩色保護膜 air retina 13 15吋
"
出價紀錄(25)
            ",itnken,700,49,"
問與答(9)
            ",20,13706,,上次登入：2016-06-05,全新 宏碁 Acer Aspire TravelMate 5737 5737G 5735G 5735Z ZY6 NSK-AFF02 繁體中文 鍵盤 原廠鍵盤 筆電 筆電鍵盤 中文鍵盤 6530
"
出價紀錄(17)
            ",itnken,500,22,"
問與答(7)
            ",16,13706,,上次登入：2016-06-05,英特奈 華碩 ASUS K42 K42JP K42JV K42JB A43 A43SM A43SD A43TA A43SJ A43SV N82 N82JV U35J U35JC 倉頡 繁體 中文 鍵盤 A42
"
出價紀錄(61)
            ",f67920,750,29,"
問與答(20)
            ",60,17192,,上次登入：2016-06-05,全新 東芝 Toshiba Satellite L700 L730 L735 L740 L745 L745D Satellite Pro C640 L630 MP-09M73RC69301 TK10 繁體 中文 鍵盤
"
出價紀錄(1)
            ",ck0913123608,"1,750",9,"
問與答(0)
            ",1,704,,上次登入：2016-06-05,Macbook Air 11吋 A1370 A1375 A1377 電池 2010年 MC506 MC505 原廠
"
出價紀錄(13)
            ",hsuan120,620,988,"
問與答(5)
            ",11,16520,,上次登入：2016-06-04,Lenovo 聯想 ThinkPad DVD 燒錄機 光碟機 R R400 W520 T420 T430 45N7465
"
出價紀錄(60)
            ",dreamers1208,36,574,"
問與答(15)
            ",92,2263,,上次登入：2016-06-04,【ＤＩＹ狂人】APPLE  MAC 原廠樣式 充電器 轉接頭 折疊插頭 APPLE電源轉接頭 8字頭 45W/60W/65W/85W
"
出價紀錄(243)
            ",little_samuelliu,129,4,"
問與答(24)
            ",250,22533,,上次登入：2016-06-03,*樂源*TPU Macbook Pro retina Air 13.3 15.4 17 吋 imac鍵盤膜Air11
"
出價紀錄(4)
            ",sentrataxi,900,95,"
問與答(0)
            ",5,1796,,上次登入：2016-06-04,☆【全新 DELL 原廠 充電器 19.5V 4.62A 90W 最新超薄型 】☆台北面交 PA-3E PA-10
"
出價紀錄(26)
            ",hsuan120,50,961,"
問與答(13)
            ",38,16520,,上次登入：2016-06-04,Lenovo ThinkPad 1.8吋 2.5吋 9.5mm 硬碟轉接盒 Micro SATA SSD 42W7888
"
出價紀錄(9)
            ",sz11,550,95,"
問與答(8)
            ",5,6911,,上次登入：2016-06-04,送鍵盤膜蘋果筆記本 電腦包 macbook air 11 13寸 pro 13 15寸 內膽包 復古信封【CA8030】
"
出價紀錄(8)
            ",heremountain,"6,800",2,"
問與答(6)
            ",11,35034,,上次登入：2016-06-05,【樺仔二手電腦】LENOVO ThinkPad T410s I5 雙核心CPU/SSD/WIN7 Pro 經典商務筆電
"
出價紀錄(6)
            ",cardy0728,560,96,"
問與答(11)
            ",4,20768,,上次登入：2016-06-04,【Ezstick抗藍光】APPLE MacBook Air 13  New 防藍光護眼螢幕貼 靜電吸附(可選鏡面或霧面)
"
出價紀錄(43)
            ",mpathnet,50,667,"
問與答(9)
            ",78,13142,,上次登入：2016-06-04,【Mr&Miss】全新 華碩電源座 DC 座 ASUS K43SA K43SC K43SV K43SJ A43S 主機板 維修A
"
出價紀錄(3)
            ",cardy0728,330,98,"
問與答(3)
            ",2,20768,,上次登入：2016-06-04,【Ezstick】APPLE MacBook 12 專用 二代透氣機身保護貼(含上蓋、鍵盤週圍及底部)DIY 包膜
"
出價紀錄(8)
            ",cardy0728,330,95,"
問與答(26)
            ",5,20768,,上次登入：2016-06-04,【Ezstick】ACER Aspire V13 V3-372 專用 二代透氣機身保護貼(含上蓋、鍵盤週圍)DIY 包膜
"
出價紀錄(2)
            ",cardy0728,330,100,"
問與答(0)
            ",0,20768,,上次登入：2016-06-04,【Ezstick】ASUS ZenBook UX360 專用 二代透氣機身保護貼(含上蓋、鍵盤週圍、底部貼)DIY包膜
"
出價紀錄(23)
            ",little_samuelliu,169,8,"
問與答(7)
            ",21,22533,,上次登入：2016-06-03,*樂源*平板/筆電上蓋膜17吋以下通用DIY筆電包膜紙+送腕托貼（護手貼）上蓋貼手機背貼 背膜
"
出價紀錄(5)
            ",itnken,350,47,"
問與答(6)
            ",5,13706,,上次登入：2016-06-05,☆REOK☆ 惠普 HP Mini 110-1025TU 110-1027TU 110-1028TU 110-1030TU 110-1036TU 110-1040TU 110-1059TU  繁體 中文 鍵盤
"
出價紀錄(44)
            ",itnken,350,952,"
問與答(21)
            ",41,13706,,上次登入：2016-06-05,☆REOK☆ 宏碁 ACER 4745G 4745Z 4749Z 4750G 4750Z 繁體 中文 鍵盤 Ｋ１
"
出價紀錄(16)
            ",sentrataxi,"1,400",83,"
問與答(16)
            ",17,1796,,上次登入：2016-06-04,☆【台達DELTA 原廠 變壓器ADP-150VB 19.5V 7.7A 150W】☆ MSI GE60 GE70超薄型
"
出價紀錄(4)
            ",itnken,680,50,"
問與答(2)
            ",4,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 X552MD X552MJ X552M 繁體 中文 鍵盤 X550
"
出價紀錄(8)
            ",lemon5554,"9,999",96,"
問與答(19)
            ",3,1695,,上次登入：2016-06-04,IBM ThinkPad R40 筆記型電腦 (殺肉機)~ 可拆賣 請詢問以物易物~交換~換物
"
出價紀錄(1)
            ",b685513,469,7,"
問與答(0)
            ",3,1099,,上次登入：2016-06-05,【日象】8座(６尺)單切安全延長線(3P)活動式插頭ZOW-5181-06★刷卡★★通通免運費★ 
"
出價紀錄(6)
            ",itnken,360,44,"
問與答(1)
            ",6,13706,,上次登入：2016-06-05,英特奈 宏碁 ACER Aspire one AO533 D257 AOD257 繁體 中文 鍵盤 D260
"
出價紀錄(6)
            ",kenny77815,249,3,"
問與答(1)
            ",7,7833,,上次登入：2016-06-04,ACER E5-532G E5-573G EX2511G V5-591G 含數字鍵↘ishock TPU透明鍵盤膜
"
出價紀錄(12)
            ",dodo790119,"1,450",770,"
問與答(6)
            ",11,24707,,上次登入：2016-06-05,【嘟嘟屋】Apple 蘋果原廠 85W T型 MagSafe 2 電源供應器 Macbook Air 變壓器 原廠充電器
"
出價紀錄(2)
            ",kenny77815,380,8,"
問與答(1)
            ",2,7833,,上次登入：2016-06-04,可刷卡(含郵)COCORO超薄高透明鍵盤膜＊ASUS K501LX UX501 G501JW(含數字鍵) 專用
"
出價紀錄(7)
            ",alphaness,40,190,"
問與答(1)
            ",10,1666,,上次登入：2016-06-04,【新款材質】 E5-511G E5-574G E5-573G E5-572G 專用 凹凸 鍵盤膜
"
出價紀錄(9)
            ",ck0913123608,399,3,"
問與答(26)
            ",8,704,,上次登入：2016-06-05,MacBook A1370 A1466 A1369 A1398 MD231 MD232 MC503 鍵盤 零件 殼 螢幕
"
出價紀錄(2)
            ",sentrataxi,"1,500",98,"
問與答(4)
            ",2,1796,,上次登入：2016-06-04,☆【全新原廠APPLE 蘋果 變壓器 MACBOOK 16.5V 3.65A 60W】☆台北市自取充電器
"
出價紀錄(1)
            ",ccsung0602,500,96,"
問與答(0)
            ",3,5210,,上次登入：2016-06-04,必客喜3C~筆電原廠變壓器~全新 台達 DELTA 原廠筆電變壓器 19V 3.42A 華碩 ASUS M2 M3 M5 M6 M9 系列筆電可用
"
出價紀錄(3)
            ",sentrataxi,"1,500",7,"
問與答(5)
            ",3,1796,,上次登入：2016-06-04,☆【全新IBM T60 T60P T61 Z60 Z60M R60 R61 Keyboard 中文鍵盤】☆ 台北面交
"
出價紀錄(110)
            ",iq1789,10,690,"
問與答(58)
            ",309,45555,,上次登入：2016-06-04,J8A22  1/4瓦電阻 適用於LED燈泡改裝 一包50支 只要10元
"
出價紀錄(2)
            ",ab670117,"1,500",8,"
問與答(1)
            ",2,681,,上次登入：2016-06-04,IBM LENOVO X60S X61S X60T X61T & X60 X61 風扇 散熱模組 解決FAN ERROR
"
出價紀錄(1)
            ",ez70559443,"6,500",4,"
問與答(3)
            ",1,550,,上次登入：2016-06-04,"[億耀科技]㊣保固壹年,全新電池,貨到付款,DELL E4310 13吋 I5 筆電 "
"
出價紀錄(8)
            ",askkppl,269,2,"
問與答(3)
            ",8,3077,,上次登入：2016-06-05,(小米工廠)Type-C USB3.0 HUB 集線器 Type-C專用 小米平板2 macbook
"
出價紀錄(12)
            ",itnken,420,50,"
問與答(7)
            ",11,13706,,上次登入：2016-06-05,☆REOK☆ ACER宏碁 Aspire AS E1-530G E1-532 E1-532P E1-570 E1-570G E1-572 E1-572G E1-572P E1-572PG K5830 繁體中文鍵盤
"
出價紀錄(22)
            ",f0266703,750,75,"
問與答(12)
            ",28,18664,,上次登入：2016-06-04,戴爾 Dell 筆電電池 Latitude E4300 E4310 FM332 XX327 CP294 CP289 FM338 HW898 6芯   [214877-033]
"
出價紀錄(2)
            ",cardy0728,430,98,"
問與答(0)
            ",2,20768,,上次登入：2016-06-04,【Ezstick】Lenovo ThinkPad E560 專用 靜電式筆電LCD液晶螢幕貼(可選鏡面或霧面)
"
出價紀錄(15)
            ",little_samuelliu,169,84,"
問與答(8)
            ",15,22533,,上次登入：2016-06-03,*樂源*ASUS K555LB-0081A5200U 15.6吋UX501VW筆電包膜紙+送腕托貼(護手貼)上蓋貼DIY
"
出價紀錄(58)
            ",little_samuelliu,120,73,"
問與答(36)
            ",65,22533,,上次登入：2016-06-03,*樂源*SONY VPCE VPCEB EB15FW 鍵盤膜EB17FW EB25FW EB27FW EB35FW 
"
出價紀錄(83)
            ",f67920,450,35,"
問與答(52)
            ",78,17192,,上次登入：2016-06-05,全新 華碩 ASUS B43VC U41 U41J U41JF U41S U41SV U31 U31F U31J U31Jg U31S U31SD U31SG A83 A83B A83BE AS05 繁體 中文 鍵盤
"
出價紀錄(8)
            ",itnken,"1,900",9,"
問與答(11)
            ",7,13706,,上次登入：2016-06-05,英特奈 LENOVO 聯想 Thinkpad X240S X240I X240 X230S X250 繁體 中文 鍵盤
"
出價紀錄(9)
            ",itnken,180,2,"
問與答(13)
            ",8,13706,,上次登入：2016-06-05,英特奈 ACER 宏碁 Aspire 5940G 5942G 5943G 5950G 筆電 CPU 風扇 散熱器
"
出價紀錄(15)
            ",randyluten,180,985,"
問與答(4)
            ",14,12230,,上次登入：2016-06-05,13吋 15吋 MacBook Pro Thunderbolt 對 HDMI 轉接器 DP 對 HDMI 公
"
出價紀錄(5)
            ",itnken,630,994,"
問與答(3)
            ",5,13706,,上次登入：2016-06-05,英特奈 HP Compaq V115026AS1 CQ32 G32 TM2 繁體中文鍵盤 Ｋ１１
"
出價紀錄(25)
            ",jkl911,230,66,"
問與答(3)
            ",22,731,,上次登入：2016-06-05,『PHOENIX』ASUS ZENBOOK UX303UB 專用 超透光(非矽膠)鍵盤保護膜
"
出價紀錄(278)
            ",jor250804,"6,990",10,"
問與答(541)
            ",240,915,,上次登入：2016-06-05,白紅雙色【T&M數位天地】Asus 華碩 EeeBook X205TA 11.6吋 32G小筆電~送OFFICE
"
出價紀錄(5)
            ",b685513,199,6,"
問與答(0)
            ",4,1099,,上次登入：2016-06-05,GreenOnions鍵盤防塵套/保護膜(1入)▌【刷卡發票免運】▌(關於我) 
"
出價紀錄(9)
            ",zz1726zz,300,92,"
問與答(5)
            ",7,4045,,上次登入：2016-06-04,尊貴雙帳號
"
出價紀錄(1)
            ",qazxsw097813,"9,000",2,"
問與答(2)
            ",1,742,,上次登入：2016-05-30,LENOVO ThinkPad T61p 15.4吋 雙核心 T7700 2.4Ghz/DDR2 4G / 500G
"
出價紀錄(21)
            ",lym1215,"99,999,999",5,"
問與答(3)
            ",15,5530,,上次登入：2016-06-04,【奇茂科技】+1元多一台平板 活動頁 歡慶2016開學季 凡購買活動區筆電 +1 元 再送一台平板 請連同本賣場一起下標
"
出價紀錄(16)
            ",clangoods,"1,890",96,"
問與答(17)
            ",15,1329,,上次登入：2016-06-04,夯不啷噹】芝奇 Apple Mac DDR3-1066 8GB (4GB*2) CL7 SQ GSkill SODIMM
"
出價紀錄(11)
            ",genming,699,5,"
問與答(8)
            ",12,569,,上次登入：2016-06-04,[iSky] Apple MagSafe - L型 45W/A1304/A1369/A1370/A1374-OEM充電器
"
出價紀錄(5)
            ",itnken,700,48,"
問與答(7)
            ",4,13706,,上次登入：2016-06-05,全新 宏碁 Acer Aspire TravelMate 6530 6930 7000 5535 6530G ZK2 7730 繁體中文 鍵盤 原廠鍵盤 筆電 筆電鍵盤 中文鍵盤 6530
